label,channel_k,min,max,mean,sum
"Case 10 (WS, K=256)",216,-133.994385,262.567200,0.580661,9513.556641
"Case 10 (WS, K=256)",217,-130.069107,260.650238,0.208974,3423.829102
"Case 10 (WS, K=256)",218,-128.533630,265.365112,0.234469,3841.538574
"Case 10 (WS, K=256)",219,-137.051910,267.974854,0.154050,2523.952637
"Case 10 (WS, K=256)",220,-136.339157,256.586609,-0.296233,-4853.475586
"Case 10 (WS, K=256)",221,-134.967590,263.534271,-0.204704,-3353.871582
"Case 10 (WS, K=256)",222,-130.773972,260.376465,0.406051,6652.742676
"Case 10 (WS, K=256)",223,-133.832504,254.462631,0.300559,4924.359375
"Case 10 (WS, K=256)",224,-132.720490,265.235291,0.241088,3949.988281
"Case 10 (WS, K=256)",225,-133.354813,268.857605,0.276113,4523.840820
"Case 10 (WS, K=256)",226,-138.715073,266.296387,0.152585,2499.951416
"Case 10 (WS, K=256)",227,-135.139664,258.720398,-0.282075,-4621.523438
"Case 10 (WS, K=256)",228,-136.539276,264.143005,-0.170702,-2796.776611
"Case 10 (WS, K=256)",229,-125.981621,257.464478,0.239123,3917.792969
"Case 10 (WS, K=256)",230,-131.047302,262.294617,0.421842,6911.463379
"Case 10 (WS, K=256)",231,-134.826965,270.228088,0.461479,7560.875977
"Case 10 (WS, K=256)",232,-134.494873,279.912079,0.291630,4778.066895
"Case 10 (WS, K=256)",233,-133.086929,260.247284,0.265138,4344.020508
"Case 10 (WS, K=256)",234,-133.730774,254.976837,0.302270,4952.385742
"Case 10 (WS, K=256)",235,-132.685074,254.439026,-0.127193,-2083.924561
"Case 10 (WS, K=256)",236,-125.919952,251.787369,0.367090,6014.400879
"Case 10 (WS, K=256)",237,-133.310715,262.721893,0.429469,7036.421875
"Case 10 (WS, K=256)",238,-135.961761,266.312225,0.362980,5947.056152
"Case 10 (WS, K=256)",239,-134.966141,273.703094,0.317197,5196.948242
"Case 10 (WS, K=256)",240,-137.051910,259.129028,0.107011,1753.262451
"Case 10 (WS, K=256)",241,-141.706619,257.060394,-0.240197,-3935.388916
"Case 10 (WS, K=256)",242,-128.410461,250.852890,-0.176433,-2890.676514
"Case 10 (WS, K=256)",243,-126.653084,254.744598,0.224789,3682.944336
"Case 10 (WS, K=256)",244,-135.190323,268.135498,0.482443,7904.353516
"Case 10 (WS, K=256)",245,-132.749298,270.112030,0.083729,1371.820312
"Case 10 (WS, K=256)",246,-134.076843,269.720490,0.323833,5305.676758
"Case 10 (WS, K=256)",247,-135.987396,263.243530,0.225385,3692.715332
"Case 10 (WS, K=256)",248,-134.497559,259.383118,-0.301748,-4943.840820
"Case 10 (WS, K=256)",249,-128.991287,253.963745,-0.081626,-1337.359009
"Case 10 (WS, K=256)",250,-130.653473,256.018463,0.117902,1931.714355
"Case 10 (WS, K=256)",251,-139.651764,269.856415,0.471366,7722.859375
"Case 10 (WS, K=256)",252,-137.651917,265.899689,0.356190,5835.820312
"Case 10 (WS, K=256)",253,-134.494873,275.486389,0.271414,4446.846680
"Case 10 (WS, K=256)",254,-129.151932,258.853577,0.345232,5656.273926
"Case 10 (WS, K=256)",255,-132.926483,264.409607,0.301020,4931.918457
